,Word,ConcRating,Mean Sharedness,Absolute Sharedness,Most Rel Words,Sem Feats
31633,taco,4.93,3.5454545454545454,"[13, 3, 3, 5, 1, 4, 3, 1, 1, 2, 3]","['brie', 'soup', 'hash', 'gyro', 'stew']","['soft_inside_bodied_feels_hard', 'sauce_tzatziki_salsa_served_topped', 'meat_meats_filled_contain_beef', 'dish_dishes_mexican_tastes_timing', 'tortilla_tortillas_corn_made_folded', 'onions_vegetables_carrots_shredded_tomatoes', 'cheese_cheeses_production_ricotta_byproduct', 'eaten_hand_chops_roasts_utensils', 'fried_spicy_toasted_hammered_stir', 'garnished_guacamole_cream_whipped_powdered', 'worldwide_marketed_globally_consumed_eaten']"
31816,taxi,4.93,3.75,"[5, 6, 5, 7, 2, 1, 1, 3, 4, 5, 4, 2]","['auto', 'bike', 'limo', 'jeep', 'cart']","['license_driver_licensed_operate_requires', 'vehicle_automobile_road_part_car', 'wheels_four_drive_wheel_two', 'yellow_color_green_orange_yellowish', 'driver_operated_operator_conductor_checked', 'hailed_street_zygote_father_fatale', 'calculate_fares_meter_fare_equipped', 'passengers_driver_multiple_partition_seats', 'urban_areas_found_suburban_located', 'trunk_storage_woody_luggage_car', 'ridden_rides_bicycles_bicycle_ride', 'booked_reservations_reservation_app_phone']"
14913,hill,4.93,4,"[5, 7, 4, 4, 3, 3, 5, 2, 3, 4, 3, 5, 4]","['glen', 'mesa', 'mere', 'dike', 'jeep']","['grass_covered_grassy_turf_grasses', 'habitat_wildlife_animals_provides_fish', 'hiking_trails_paths_walking_trail', 'significance_historical_may_cultural_accurate', 'range_indicates_ranges_indicate_groups', 'walking_used_hiking_running_mobility', 'elevated_ground_surrounding_clearance_level', 'geological_formed_processes_tectonic_formations', 'summit_peak_top_summits_volcanic', 'scenic_views_offers_vantage_scenery', 'landform_new_create_landmasses_landmass', 'slope_steep_sides_sloped_gradient', 'smaller_lake_mountain_city_continent']"
29520,soap,4.93,4.333333333333333,"[7, 6, 2, 2, 7, 4, 3, 5, 3]","['suds', 'wipe', 'balm', 'bath', 'ream']","['moist_skin_moisturizing_smooth_dried', 'washing_used_dishes_handwashing_hands', 'antibacterial_properties_antimicrobial_antiseptic_antiviral', 'oils_contains_oil_butter_fats', 'hygiene_used_cleaning_smelling_personal', 'packaged_plastic_paper_wrapped_glass', 'foam_foamy_poured_produces_lather', 'cleaning_cleans_services_provides_cleansing', 'contains_enzymes_active_preservatives_tannins']"
36931,yarn,4.93,4.428571428571429,"[2, 4, 5, 5, 4, 5, 11, 5, 3, 4, 3, 3, 3, 5]","['felt', 'bead', 'loom', 'wove', 'suit']","['blankets_make_used_clothing_making', 'ball_balls_dimpled_small_skeins', 'elastic_elasticity_inelastic_cuff_pliability', 'used_weaving_knitting_sewing_crocheting', 'wool_made_linen_shorn_blend', 'rotated_rotates_rotation_spinning_spun', 'crafts_used_crafting_making_pottery', 'textile_textiles_used_make_industry', 'cotton_made_silk_braided_materials', 'wool_synthetic_cotton_fibers_made', 'thicknesses_thickness_comes_different_various', 'touch_soft_feels_touched_coarse', 'strands_fibers_braided_twisted_interlocked', 'colors_comes_various_different_patterns']"
12052,fist,4.93,4.571428571428571,"[7, 9, 4, 4, 2, 3, 3]","['hand', 'knob', 'limb', 'maim', 'stag']","['contains_bones_marrow_knuckles_organs', 'injury_cause_injuries_causes_susceptible', 'fingers_plucked_plucking_palm_played', 'strength_symbol_symbolizes_virility_bravery', 'tightened_loosened_tightening_clenched_tightly', 'used_communication_gestures_gesturing_blinking', 'doors_open_used_knocking_close']"
27251,rope,4.93,4.714285714285714,"[3, 5, 5, 6, 17, 4, 3, 3, 3, 3, 4, 2, 2, 6]","['bomb', 'yarn', 'worn', 'beam', 'cord']","['synthetic_materials_made_sisal_hemp', 'coiled_storage_tightly_spooled_hair', 'tying_tie_shod_horseshoes_cleats', 'used_sailing_nautical_boats_ships', 'construction_used_sites_building_demolition', 'fibers_made_produces_textile_fiber', 'knot_knots_knotted_tied_loops', 'fraying_fray_frayed_edges_properly', 'thicknesses_thickness_comes_different_various', 'strands_fibers_braided_twisted_interlocked', 'climbing_climb_used_climbable_climbs', 'pulling_carts_towing_used_plows', 'tensile_strength_high_rating_increases', 'military_used_operations_rescue_forces']"
3224,boat,4.93,6.142857142857143,"[10, 6, 3, 18, 14, 10, 5, 3, 6, 2, 2, 2, 3, 2]","['ship', 'punt', 'dart', 'cart', 'reel']","['transportation_used_transporting_goods_transport', 'cargo_passengers_carries_terminals_carry', 'floats_water_float_sinks_liquids', 'wood_metal_made_plastic_materials', 'recreation_recreational_used_activities_leisure', 'fishing_used_sport_fish_fishermen', 'steering_steered_rudder_wheel_controlling', 'keel_stability_bottom_along_lacks', 'aquatic_watercraft_animal_supports_life', 'hull_planks_boats_reinforced_strong', 'sails_powered_propulsion_engines_propelled', 'deck_patio_include_board_surrounding', 'maritime_subject_laws_port_conducts', 'may_moat_mezzanine_lighthouse_visiting']"
23124,pear,4.93,6.5,"[7, 3, 8, 21, 6, 3, 5, 7, 4, 1]","['plum', 'kiwi', 'date', 'lime', 'okra']","['stem_stems_slender_tough_square', 'desserts_pies_used_tarts_salads', 'grows_trees_forests_palm_branches', 'edible_species_humans_inedible_though', 'fruit_fruits_maturity_vegetables_color', 'green_skin_yellow_blackheads_red', 'bottom_flat_top_dweller_perforated', 'raw_eaten_cooked_fried_baked', 'seeds_contains_seed_tiny_black', 'ripe_ripens_yellow_green_turns']"
22712,pail,4.93,6.75,"[2, 16, 5, 8, 5, 8, 7, 3]","['rake', 'clip', 'comb', 'case', 'bowl']","['cleaning_used_soap_make_mouthwash', 'handle_long_handles_knob_leverage', 'gardening_used_mulch_planting_gardens', 'plastic_metal_made_typically_clay', 'carrying_carry_used_items_liquids', 'container_containers_secure_shipping_comes', 'portable_small_lightweight_compact_durable', 'liquids_holds_holding_liquid_bowl']"
5192,clay,4.93,7,"[5, 17, 11, 2, 4, 6, 4]","['wood', 'kiln', 'sand', 'glue', 'cord']","['used_manufacturing_making_industries_die', 'construction_used_sites_building_demolition', 'crafts_used_crafting_making_pottery', 'soil_type_component_soft_dirt', 'wet_slightly_thick_soaked_substance', 'art_used_painting_drawing_sculptures', 'glazed_glaze_topped_double_insulation']"
14533,hawk,4.93,7.333333333333333,"[14, 3, 4, 7, 2, 10, 5, 10, 11]","['lark', 'gull', 'bird', 'crow', 'duck']","['bird_part_small_fatale_fatales', 'predator_apex_stealthy_weaker_smaller', 'edge_sharp_edges_talons_curved', 'beak_hooked_strong_curved_beaking', 'eyesight_keen_vision_night_excellent', 'flies_fly_wind_speeds_air', 'hunting_hunts_treasure_animals_small', 'nests_builds_nest_dome_build', 'feathers_feathery_black_white_vary']"
20904,nail,4.93,7.75,"[10, 7, 3, 4, 11, 17, 7, 3]","['pick', 'bell', 'rasp', 'bolt', 'maul']","['sizes_comes_various_different_styles', 'woodworking_carpentry_used_timber_forestry', 'rust_corrode_prevent_prevents_treated', 'flat_head_body_end_shoulders', 'metal_made_father_fatale_fatales', 'construction_used_sites_building_demolition', 'surface_surfaces_tension_object_driven', 'end_ends_pointed_two_flat']"
7188,crow,4.93,8.857142857142858,"[14, 10, 11, 15, 3, 4, 5]","['dove', 'lark', 'rook', 'coot', 'gull']","['bird_part_small_fatale_fatales', 'nests_builds_nest_dome_build', 'feathers_feathery_black_white_vary', 'animal_dog_pet_creature_game', 'fly_cannot_flown_jump_flying', 'intelligence_intelligent_indicative_intellect_associated', 'habitats_lives_various_variety_diverse']"
20028,milk,4.92,4.416666666666667,"[13, 5, 4, 6, 2, 5, 6, 2, 1, 2, 4, 3]","['whey', 'mash', 'brie', 'curd', 'feed']","['white_color_off_black_bluish', 'dairy_milk_butter_product_cream', 'baking_cooking_used_pancakes_lining', 'liquid_liquids_semi_food_wet', 'homogenized_homogenizes_homogeneous_mixtures_heterogeneous', 'creamy_texture_waxy_inside_father', 'comes_animals_cattle_sheep_young', 'calcium_contains_minerals_stores_carbonate', 'pasteurized_paste_pressurized_taro_pastel', 'lactose_intolerance_contains_maltose_amylase', 'vitamins_minerals_vitamin_contains_fortified', 'cereals_breakfast_cereal_used_granola']"
18409,leek,4.92,6.222222222222222,"[21, 5, 7, 4, 7, 6, 3, 2, 1]","['kale', 'okra', 'beet', 'meat', 'pear']","['edible_species_humans_inedible_though', 'soups_stews_used_chowders_soup', 'green_leaves_fronds_feathery_tops', 'vegetable_cabbage_family_root_member', 'raw_eaten_cooked_fried_baked', 'flavor_mild_taste_rich_onion', 'cylindrical_rectangular_filled_tube_zygote', 'soil_grows_fertile_drained_thrives', 'allium_family_alleles_allergen_belongs']"
19499,mast,4.92,6.833333333333333,"[12, 18, 2, 2, 3, 4]","['keel', 'hull', 'coop', 'wing', 'flew']","['birds_bird_crows_crow_chickens', 'wood_metal_made_plastic_materials', 'ships_found_boats_vessels_harbors', 'sails_sailing_supports_vessel_sailboats', 'vessel_framework_vessels_supports_depending', 'ship_undermount_vessel_part_boat']"
29561,sock,4.91,5.625,"[5, 5, 9, 8, 6, 4, 3, 5]","['shoe', 'boot', 'foot', 'heel', 'clog']","['patterns_designs_pattern_design_puzzle', 'elastic_elasticity_inelastic_cuff_pliability', 'footwear_shoe_shoes_type_worn', 'foot_covers_feet_ankle_bottom', 'heel_heels_ankle_shoe_height', 'feet_protects_protection_keeps_warm', 'washable_washed_machine_washing_wash', 'sweat_glands_sweating_absorbs_releases']"
27179,rock,4.91,6,"[3, 17, 4, 5, 1]","['slab', 'iron', 'sand', 'plow', 'pick']","['object_oriented_objects_sentence_flying', 'construction_used_sites_building_demolition', 'polished_shine_polishes_polishing_cut', 'earth_crust_surface_mined_found', 'shapes_sizes_shape_various_variety']"
20503,moon,4.9,2.6,"[3, 4, 4, 5, 1, 2, 3, 2, 1, 1]","['cusp', 'slum', 'lawn', 'haze', 'gulf']","['ground_found_landed_humans_winds', 'dust_dusty_smoke_surface_covered', 'water_requires_watering_food_needs', 'tides_tidal_currents_affected_affects', 'satellite_natural_terrestrial_zygote_fatale', 'earth_orbits_sun_orbit_687', 'visible_night_sky_dark_light', 'phases_phase_crescent_gibbous_new', 'atmosphere_airy_atmospheric_light_phenomenon', 'reflects_sunlight_light_glare_surfaces']"
3335,book,4.9,2.727272727272727,"[5, 4, 2, 2, 3, 5, 2, 2, 1, 2, 2]","['blog', 'cite', 'deed', 'saga', 'hero']","['genre_music_genres_literature_punk', 'title_theorems_name_punchline_proofs', 'images_contain_wallpaper_consists_text', 'text_contains_articles_posts_words', 'author_authors_publishing_published_publisher', 'fictional_fiction_non_real_documentary', 'read_only_rewritable_overwritten_deciphered', 'recording_medium_information_cds_lasers', 'pages_page_bound_consists_numbers', 'lid_cover_cap_covered_removable', 'libraries_books_isbn_found_library']"
22704,page,4.9,3.5,"[10, 8, 2, 4, 2, 4, 1, 1, 1, 2]","['tray', 'word', 'grid', 'pane', 'rack']","['rectangular_shape_square_round_rectangles', 'written_oral_writing_piece_unwritten', 'torn_distressed_ripped_putrid_maybe', 'holds_items_objects_together_hold', 'book_books_bookbinding_publication_part', 'paper_made_electronic_plastic_polymer', 'margins_margin_width_small_tips', 'blank_empty_printed_lined_fathering', 'turned_turning_point_rocked_allow', 'numbered_named_bulleted_putable_callable']"
36787,worm,4.9,3.75,"[3, 5, 5, 8, 3, 2, 2, 2]","['grub', 'tail', 'slug', 'gait', 'smut']","['limbs_lacks_movable_limb_arm', 'involves_muscles_movement_arm_movements', 'bait_fishing_lure_used_hook', 'cylindrical_shape_body_spherical_elongated', 'regenerate_parts_lizards_lost_regeneration', 'invertebrate_fatal_fatale_fatales_fatalism', 'soil_lives_survive_affected_conditions', 'soil_aeration_composting_helps_improves']"
3308,bone,4.9,3.8,"[4, 7, 5, 4, 4, 2, 3, 2, 5, 2]","['bony', 'hand', 'limb', 'skin', 'body']","['joints_joint_knuckles_connected_pivoting', 'contains_bones_marrow_knuckles_organs', 'broken_fragile_damaged_snapped_easily', 'skeletal_skeleton_structure_part_system', 'vertebrates_found_amphibians_fish_vertebrate', 'calcium_contains_minerals_stores_carbonate', 'support_structural_provides_supports_poles', 'organs_internal_protects_protection_used', 'heals_heal_time_healing_injured', 'fossils_fossilized_fossil_cryptozoology_found']"
25518,rail,4.9,4,"[3, 10, 3, 3, 5, 2, 2]","['fuel', 'spur', 'wire', 'navy', 'jolt']","['electric_powered_electrical_electronic_ac', 'transportation_used_transporting_goods_transport', 'steel_made_stainless_often_metals', 'trains_train_combat_supports_guides', 'tying_tie_shod_horseshoes_cleats', 'gauge_gauges_comes_standard_gauged', 'long_longer_straight_wide_winded']"
2649,belt,4.9,4.111111111111111,"[8, 2, 9, 3, 4, 2, 4, 3, 2]","['sash', 'kilt', 'disc', 'ball', 'wasp']","['holes_hole_center_18_gap', 'accessory_fashion_clothing_accessories_feature', 'rubber_made_leather_plastic_synthetic', 'adjustable_fit_tailored_size_adjusted', 'waist_around_worn_thorax_narrow', 'buckle_buckles_straps_laces_secured', 'loop_loops_coasters_end_roller', 'tools_tool_equipment_like_multi', 'rank_achievement_martial_arts_importance']"
24100,pond,4.9,4.222222222222222,"[14, 3, 2, 4, 5, 2, 4, 2, 2]","['lake', 'mere', 'pool', 'town', 'camp']","['recreation_recreational_used_activities_leisure', 'gardens_found_backyards_grasslands_often', 'aquatic_aquariums_kept_home_life', 'smaller_lake_mountain_city_continent', 'water_body_oceans_bodies_freshwater', 'man_natural_made_naturally_manufactured', 'freeze_winter_frozen_icicles_frosted', 'muddy_sandy_bottom_mud_wet', 'shallow_opposite_lakes_compared_usually']"
27259,rose,4.9,4.454545454545454,"[7, 8, 4, 4, 5, 4, 7, 3, 2, 3, 2]","['lily', 'posy', 'odor', 'musk', 'lace']","['stem_stems_slender_tough_square', 'flowers_flower_roses_produce_bloom', 'fragrant_scented_fragrance_scent_aroma', 'bees_attracts_butterflies_bee_pollinators', 'grows_continuously_rapidly_bush_childhood', 'love_symbolizes_romance_symbol_affection', 'weddings_used_wedding_arrangements_floral', 'perfumery_aromatherapy_used_perfumes_incense', 'petals_flowers_umbrella_wilting_flower', 'claws_thorns_two_possesses_perching', 'blooms_spring_bulbs_annually_planting']"
4300,card,4.9,4.857142857142857,"[10, 9, 3, 2, 5, 2, 3]","['coin', 'grid', 'slab', 'gory', 'pane']","['rectangular_shape_square_round_rectangles', 'games_used_video_game_darts', 'portable_handheld_individually_sized_fatality', 'gift_card_given_note_value', 'identification_used_biometric_identify_forensic', 'collected_collects_hobby_trading_cards', 'transactions_used_financial_monetary_estate']"
12602,fork,4.9,4.875,"[6, 4, 16, 4, 5, 2, 1, 1]","['rake', 'dish', 'spat', 'spud', 'beak']","['cuisines_used_dishes_cuisine_various', 'utensils_utensil_kitchen_forks_spoons', 'handle_long_handles_knob_leverage', 'dishwasher_safe_wash_washed_hand', 'eating_used_food_chewing_biting', 'tines_prongs_teeth_four_tinnitus', 'cooking_used_baking_flavor_toasting', 'cutlery_knives_razors_set_part']"
17889,kelp,4.9,4.875,"[8, 8, 7, 5, 1, 2, 3, 5]","['clam', 'reef', 'pine', 'nest', 'gale']","['grows_trees_forests_palm_branches', 'trees_tree_uproot_found_leaf', 'brown_color_brownish_reddish_green', 'harvested_harvesting_alginate_oryza_palms', 'seaweed_type_fathering_fatale_fatales', 'coral_algae_marine_reefs_reef', 'anchored_anchors_anchor_anchoring_seabed', 'marine_habitat_life_chain_serves']"
8960,dish,4.9,5.25,"[10, 5, 5, 10, 4, 6, 2, 10, 4, 8, 7, 5, 2, 2, 1, 3]","['bowl', 'vase', 'tray', 'bath', 'fork']","['sizes_comes_various_different_styles', 'patterns_designs_pattern_design_puzzle', 'food_serving_used_serve_hold', 'glass_made_plastic_metal_sheet', 'oven_baked_ovens_if_safe', 'metal_made_metals_alloyed_plastic', 'restaurants_used_cafeterias_dining_hospitality', 'decorative_plain_utilitarian_ornate_decoration', 'dishwasher_safe_wash_washed_hand', 'container_containers_secure_shipping_comes', 'ceramic_porcelain_made_ceramics_stainless', 'eating_used_food_chewing_biting', 'food_holds_picks_chickens_pot', 'microwave_safe_microwaved_cooking_microwavable', 'set_sets_part_flatware_subsets', 'disposable_reusable_wood_dispensable_made']"
6919,crab,4.9,5.285714285714286,"[3, 6, 11, 5, 6, 3, 3]","['mite', 'clam', 'trod', 'bass', 'duck']","['stepped_sideways_stepping_walks_walk', 'legs_six_eight_pairs_five', 'freshwater_lives_saltwater_lakes_ponds', 'marine_habitat_life_chain_serves', 'sand_dunes_sandy_sanded_burrow', 'claws_thorns_two_possesses_perching', 'exoskeleton_hard_diaphragm_endoskeleton_chitinous']"
20575,moss,4.9,5.375,"[3, 13, 6, 4, 5, 5, 2, 5]","['fern', 'mold', 'aloe', 'tree', 'weed']","['carpet_mats_floor_dense_type', 'plant_animal_zygote_fathering_fatales', 'green_color_inside_putting_occurs', 'spores_reproduces_via_produces_dark', 'thrives_environments_damp_grows_moist', 'roots_root_leaves_true_stems', 'flowering_flowers_non_produce_nonspecific', 'gardening_used_mulch_planting_gardens']"
31741,tape,4.9,5.5,"[6, 5, 2, 10, 11, 3, 4, 3]","['glue', 'bead', 'wrap', 'ruby', 'wood']","['plastic_made_materials_canvas_paper', 'sticky_side_non_notes_stick', 'width_widths_sizes_variable_size', 'transparent_opaque_transparency_translucent_colored', 'crafts_used_crafting_making_pottery', 'adhesive_tape_secured_adheres_substance', 'rolls_rolled_comes_steel_cut', 'packaging_used_bags_rese_packing']"
29569,sofa,4.9,5.7,"[10, 3, 3, 18, 4, 5, 5, 4, 3, 2]","['seat', 'bunk', 'nook', 'butt', 'reel']","['sizes_comes_various_different_styles', 'bed_beds_convertible_sofa_type', 'passengers_driver_multiple_partition_seats', 'wood_metal_made_plastic_materials', 'sitting_used_designed_lounging_posting', 'found_homes_often_basements_houses', 'furniture_piece_outdoor_part_chairs', 'cushions_pillows_blankets_cushioned_plush', 'backrest_armrests_spare_tire_mounted', 'upholstered_leather_fabric_padded_inside']"
19639,meat,4.9,5.818181818181818,"[21, 4, 4, 7, 4, 6, 2, 3, 6, 3, 4]","['beef', 'veal', 'leek', 'pork', 'pear']","['edible_species_humans_inedible_though', 'grilled_fried_boiled_roasted_baked', 'sold_stores_purchased_grocery_online', 'raw_eaten_cooked_fried_baked', 'cuts_loin_different_sirloin_chops', 'red_color_white_rosé_reddish', 'processed_raw_pureed_transforms_refined', 'refrigeration_refrigerated_perishable_stored_needs', 'comes_animals_cattle_sheep_young', 'protein_source_proteins_synthesis_contains', 'iron_source_steel_curling_smelting']"
7563,dart,4.9,5.888888888888889,"[4, 1, 9, 1, 3, 2, 1, 18, 14]","['dice', 'boat', 'pond', 'maul', 'judo']","['throwing_throw_thrown_throwable_throws', 'tip_pointed_tipping_tips_sharp', 'games_used_video_game_darts', 'sports_used_competitions_sport_competitive', 'pubs_bars_pub_associated_nightclub', 'shaft_shafts_rowel_wheel_tunnels', 'throwing_precision_used_spinners_dart', 'wood_metal_made_plastic_materials', 'recreation_recreational_used_activities_leisure']"
3990,bush,4.9,6.4,"[5, 13, 12, 4, 7, 9, 8, 1, 3, 2]","['tree', 'fern', 'reed', 'beet', 'crop']","['fruit_fruits_berries_bear_apple', 'plant_animal_zygote_fathering_fatales', 'leaves_edible_trees_needle_buds', 'grows_underground_ground_close_tuber', 'habitat_wildlife_animals_provides_fish', 'privacy_provides_offers_laws_security', 'flowers_flower_roses_produce_bloom', 'deciduous_evergreen_bare_trees_winter', 'landscaping_used_gardening_land_decoration', 'sunlight_grow_needs_water_requires']"
